Date,Open,High,Low,Close,Volume
3/23/2011,66.25,67.25,62.5,65.5,123688
3/24/2011,66.25,67.25,63,65.5,61825
3/25/2011,66.25,66.25,63.25,65.5,188090
3/28/2011,66,67.5,65.75,66,119286
3/29/2011,67.25,67.5,65,67.25,131670
3/30/2011,66.25,69.75,64,65,443824
3/31/2011,66.25,67.5,65,65,223112
4/1/2011,66.75,67,64.5,65,187768
4/4/2011,67,67.5,65.5,67.5,264554
4/5/2011,67.25,68.75,66.25,67.5,724155
4/6/2011,68.5,69.5,66.5,67.25,352853
4/7/2011,66.5,67.5,63,63.75,212600
4/8/2011,64.5,64.5,62,62.25,346993
4/11/2011,62.5,70,60,67.5,590240
4/12/2011,67.75,68.5,64.75,67.5,369939
4/13/2011,68,68.25,66.75,67.5,107302
4/14/2011,66.5,67.5,64.75,67.5,202361
4/15/2011,66.75,67.5,64.25,67,97932
4/18/2011,67,67.5,63,66,206294
4/19/2011,66,67,65,66.5,284333
4/20/2011,67.5,68.88,65.75,67.5,662697
4/21/2011,67.5,69.25,66.13,66.75,525584
4/25/2011,68.25,69.5,67.38,67.75,315368
4/26/2011,68,69,64.5,65.75,486348
4/27/2011,66.75,68,64.75,65,200376
4/28/2011,64.75,65.5,61.5,62.5,344218
4/29/2011,62.75,62.75,61.25,62.5,164255
5/2/2011,62.5,62.5,61.25,62.5,60461
5/3/2011,61.25,62.5,58.5,59.75,339556
5/4/2011,58.5,59.75,56.75,57.5,300355
5/5/2011,57,60.25,56.25,57.5,2512060
5/6/2011,58,58.25,56.75,56.75,152444
5/9/2011,57.5,57.5,56.5,56.75,48546
5/10/2011,57.25,59.25,57.25,57.5,249283
5/11/2011,57.75,58.75,57.25,57.5,217340
5/12/2011,57.25,57.75,56,56.75,101581
5/13/2011,56.75,57.25,55,56.25,145522
5/16/2011,56.25,56.25,55,55,78568
5/17/2011,55.5,59.25,54.5,59.25,549382
5/18/2011,58.5,59.25,57.5,58.75,145557
5/19/2011,58,58.75,53.75,57.75,372562
5/20/2011,57.5,57.5,55.75,55.75,134602
5/23/2011,56.25,56.25,54.75,55,164529
5/24/2011,55,56,52.5,53.5,225426
5/25/2011,53.5,56.25,53.25,55.5,213458
5/26/2011,56,61,55,60,296767
5/27/2011,60.5,64.75,60,63.75,195925
5/31/2011,63.25,63.75,62.75,63.25,51768
6/1/2011,63.5,64.75,60,61.5,114505
6/2/2011,61.5,73.25,61.5,73.25,720337
6/3/2011,72.75,85,69.25,84.5,864801
6/6/2011,82.5,84,76,76.25,853707
6/7/2011,75.75,76.25,70.5,72,509142
6/8/2011,72,72,69,70.5,165775
6/9/2011,70,75.75,69.75,72.75,275685
6/10/2011,73,73.75,67.63,68.25,143230
6/13/2011,71.25,71.75,68.75,69.5,209911
6/14/2011,70.75,73.25,70.25,72.5,158827
6/15/2011,73,78.5,71,78,395243
6/16/2011,77.5,78.75,73.75,73.75,216879
6/17/2011,75.25,77.5,74.25,74.5,99856
6/20/2011,74.75,77.25,74.25,77,158880
6/21/2011,76.75,77,74,76,153275
6/22/2011,75.5,77.25,75,76.5,149846
6/23/2011,77.25,78.75,75.75,78.5,201790
6/24/2011,78.5,78.5,75.25,75.75,241552
6/27/2011,77.25,77.25,74.25,75,112107
6/28/2011,76.75,77.75,74.5,75,257424
6/29/2011,76.25,83.25,75,82.75,653386
6/30/2011,82.25,83.25,78.5,80.25,497242
7/1/2011,80.5,97.5,80.25,96.75,1141559
7/5/2011,96.75,96.75,89.5,92.25,815093
7/6/2011,93.25,93.25,88.38,92.25,911026
7/7/2011,94.25,103.75,93.75,100,1441199
7/8/2011,99.25,99.5,94.25,98.5,793029
7/11/2011,98.5,98.75,95.25,97,546746
7/12/2011,97.5,98.75,95.5,96,383389
7/13/2011,96.25,99,96,96,405916
7/14/2011,97.5,97.5,90.25,90.25,498409
7/15/2011,90.5,96.25,87.75,96,567803
7/18/2011,96.25,96.25,91.25,92.75,203946
7/19/2011,93,94.25,91.25,93.75,349783
7/20/2011,93,93.5,92,93,355770
7/21/2011,93.5,93.5,90.25,90.25,281096
7/22/2011,92,92,89,90.5,219064
7/25/2011,90.5,90.5,84,84.75,392726
7/26/2011,84,88.5,83.75,84,469886
7/27/2011,83.75,84.75,79,79,381629
7/28/2011,80,80,68.25,74.75,917513
7/29/2011,75.25,84.75,70.75,83.5,197335
8/1/2011,85.25,88.5,76.75,77.5,277011
8/2/2011,78.75,83.75,77.5,80,304749
8/3/2011,79.5,83.75,75.25,76.25,264785
8/4/2011,75,83.5,66.25,72.5,638693
8/5/2011,73.75,76.75,67.5,74.5,314665
8/8/2011,71.25,72.5,63,65,602696
8/9/2011,70,70.75,66.25,68,386613
8/10/2011,69.5,71.25,67.5,70.75,216230
8/11/2011,70.75,71.75,66.75,68.25,253896
8/12/2011,68.25,69.25,67.5,67.75,349863
8/15/2011,70,71.75,68,68,428536
8/16/2011,68.75,76.25,68.75,73.75,416265
8/17/2011,76.75,76.75,73.75,74.25,278309
8/18/2011,72.5,73.75,69,71,234620
8/19/2011,71.5,71.5,67.25,67.5,524699
8/22/2011,68.75,71.25,66.25,67.25,154060
8/23/2011,68.75,69,67,69,458231
8/24/2011,69.25,70,68.25,69.25,230055
8/25/2011,69.75,72,67.25,71.75,182128
8/26/2011,71.75,78.75,71.75,78,180565
8/29/2011,82.25,83,78.5,80,236910
8/30/2011,81.25,82.5,80,82.5,138639
8/31/2011,83,84.75,78.75,79.5,68444
9/1/2011,80,81.25,72.5,75,170689
9/2/2011,77.25,77.5,72,77.5,67768
9/6/2011,77,77,73.75,75,83487
9/7/2011,76.25,78.5,75,77,98299
9/8/2011,75.5,78,75.5,76.25,29170
9/9/2011,77.5,79.25,76.5,79.25,80517
9/12/2011,79.25,79.25,74.5,76.5,71167
9/13/2011,77,78.75,76.25,78.25,107193
9/14/2011,78.75,79.25,77,79.25,103768
9/15/2011,77.75,78,75,77.5,170702
9/16/2011,76.5,78,75.5,76.25,70869
9/19/2011,75.5,77.25,74.5,75.25,101679
9/20/2011,75.75,76.25,69.5,70,222688
9/21/2011,71.25,75.25,71.25,74.25,291740
9/22/2011,72.75,74,67.5,72.5,245862
9/23/2011,71.25,72,67.75,71,119746
9/26/2011,71.25,72.5,67.5,68.5,146106
9/27/2011,67.5,76,67.25,70.25,241798
9/28/2011,70,70.25,66.25,66.25,180392
9/29/2011,68.25,68.75,64.25,65.75,270305
9/30/2011,66.25,68.75,65,68,181884
10/3/2011,66.5,68.5,58,61.5,497721
10/4/2011,58.5,65.5,56.75,65.5,308297
10/5/2011,65.5,67.25,62,64.5,105289
10/6/2011,64.75,66.25,62.5,63.75,125406
10/7/2011,66.25,66.25,62,64.75,107858
10/10/2011,65,65.25,61.25,61.75,119568
10/11/2011,61.5,65,61,64.25,56541
10/12/2011,63.75,66,61.25,65.25,401890
10/13/2011,65.5,66.75,63.75,65,52735
10/14/2011,66.25,66.5,64.75,66.25,115227
10/17/2011,66.5,67,65,66.75,122579
10/18/2011,66.25,66.25,58.75,63.5,1093968
10/19/2011,62.75,63,58.75,60,321113
10/20/2011,60,62.5,58.75,58.75,123212
10/21/2011,60,61,58.75,61,151507
10/24/2011,60,60,58,59.5,92146
10/25/2011,59.5,61.25,58.5,61.25,157753
10/26/2011,61.25,61.5,59.25,61.25,93774
10/27/2011,61.25,61.25,59,60,122351
10/28/2011,60,61.5,59,61.5,237053
10/31/2011,61.25,63,60.75,63,270518
11/1/2011,62,64.5,62,63.75,434009
11/2/2011,63.25,67.5,63,67.5,840479
11/3/2011,67,75.75,65,75,1152436
11/4/2011,71.75,75.75,71.5,75,562035
11/7/2011,75,75,71.25,71.75,200275
11/8/2011,72.25,72.75,71,71.25,115188
11/9/2011,72,72,67.25,69.75,132467
11/10/2011,69,70.75,67.25,67.25,68928
11/11/2011,67.25,69.5,67.25,69.5,83306
11/14/2011,69.5,71.25,62.5,68,397549
11/15/2011,66.25,69.5,63.75,66.5,149225
11/16/2011,65,67.25,61.5,64.25,178977
11/17/2011,62.25,62.75,59.5,62.5,197531
11/18/2011,62.5,64.75,60.25,62.5,144880
11/21/2011,61.25,62.5,57.5,61,446488
11/22/2011,60.25,62.5,59.75,61.5,202818
11/23/2011,61.5,67.25,61.25,65,275813
11/25/2011,65,72.5,65,72,234271
11/28/2011,70.5,73,69.25,70.75,385037
11/29/2011,69.25,69.5,64,67.75,321447
11/30/2011,68.5,74.5,68.25,73.75,862346
12/1/2011,73.75,82.75,73.75,81.5,1184150
12/2/2011,83,86.25,81.75,84.5,1109872
12/5/2011,83,86.25,81.75,84.5,1109872
12/6/2011,83,86.25,81.75,84.5,1109872
12/7/2011,83,86.25,81.75,84.5,1109872
12/8/2011,83,86.25,81.75,84.5,1109872
12/9/2011,83,86.25,81.75,84.5,1109872
12/12/2011,83,86.25,81.75,84.5,1109872
12/13/2011,82.5,84,76.25,79,561283
12/14/2011,78,79.75,75,77,445671
12/15/2011,77.5,79.29,73.75,75.5,394840
12/16/2011,74.5,75,68.75,70.25,882844
12/19/2011,70.25,70.25,64.5,64.62,379629
12/20/2011,65,70,62.25,69.25,377478
12/21/2011,68.75,68.75,64.75,67.5,362034
12/22/2011,68.5,68.5,62.5,66.25,387178
12/23/2011,66.25,68.75,64.5,68,296969
12/27/2011,66.5,74.75,66.5,70,715398
12/28/2011,71.75,73.25,67.75,67.75,219262
12/29/2011,70,70.5,66.25,67.5,275086
12/30/2011,67.5,68.75,66.25,66.25,271586
1/3/2012,68.75,68.75,64.5,67.5,201273
1/4/2012,66.25,68.75,65,67,158398
1/5/2012,66.75,68.5,66.75,68.5,156522
1/6/2012,67.25,74.5,66.75,72.75,518604
1/9/2012,73,78.75,71.5,75,416087
1/10/2012,74.75,75,72.25,72.5,136755
1/11/2012,72.5,74.75,71.5,74.5,158243
1/12/2012,74,75,72.5,75,249318
1/13/2012,75,75,72,72.5,282072
1/17/2012,72.5,74,71.25,72,239185
1/18/2012,71,72.5,71,71.25,143648
1/19/2012,70.75,71.25,65,67.5,345560
1/20/2012,69.75,72.5,66.25,69.5,204288
1/23/2012,68.75,69,65.25,67.5,141583
1/24/2012,67.25,68.75,65,68.5,152528
1/25/2012,68.75,68.75,66.5,68.25,91864
1/26/2012,67.5,68.25,63.5,64.75,238451
1/27/2012,63.75,66.75,63.75,66.5,180355
1/30/2012,65.5,66.75,63.75,64.25,278349
1/31/2012,64.5,65,63.75,64.5,136650
2/1/2012,63.75,68.75,63.75,67.25,580778
2/2/2012,65.5,66.75,62.5,65.17,194558
2/3/2012,65,66.25,63.75,65,145267
2/6/2012,65,65,63,64.25,129347
2/7/2012,62.5,63.75,59.75,60.75,341553
2/8/2012,61.25,62.18,58.5,60,482065
2/9/2012,59.75,64,56.75,61.25,433185
2/10/2012,62.5,65.5,60,61.75,327848
2/13/2012,63.75,63.75,60.25,62.5,272734
2/14/2012,61.5,65,60.5,64.75,164512
2/15/2012,65,65.5,61.75,62.3,234833
2/16/2012,62,62.5,60,62.5,322833
2/17/2012,63,63,60.25,62.5,64004
2/21/2012,62.25,62.25,60,61.5,134273
2/22/2012,60.25,60.58,57.75,60,270044
2/23/2012,57.5,60,52.5,52.5,685564
2/24/2012,52.75,60,52.5,57,853884
2/27/2012,57,58.75,55.5,56,138157
2/28/2012,57,58,52.5,54.98,269647
2/29/2012,53.75,54.85,50,53.5,373499
3/1/2012,53.75,56.25,52,56.25,231247
3/2/2012,56.75,56.75,52.55,55,227276
3/5/2012,55.25,56,52,53,242942
3/6/2012,52.5,54,50,50.5,372858
3/7/2012,53.25,56.75,52.28,56.5,948587
3/8/2012,57,60.25,57,59,885439
3/9/2012,59.75,60,57.5,59.75,320072
3/12/2012,61.5,61.5,56.73,59.5,431840
3/13/2012,61.25,61.25,56.5,59.75,309555
3/14/2012,61,61,55,59,356208
3/15/2012,59.5,59.5,56.5,58.75,191869
3/16/2012,57,57.5,55,57.5,478951
3/19/2012,57.5,58,56.5,57.25,259506
3/20/2012,57.25,57.5,56.25,56.25,139179
3/21/2012,56.5,57.5,55.5,55.75,209417
3/22/2012,55.75,58.25,53.75,55,262295
3/23/2012,55,55.75,53.5,55,200872
3/26/2012,56,56,52.5,54.75,244776
3/27/2012,54,57.5,53.5,56.5,357367
3/28/2012,57.5,57.5,53.75,56,224100
3/29/2012,56.25,56.75,54,56.75,124959
3/30/2012,55.25,56.25,55,56.25,125380
4/2/2012,56.25,57.5,53.25,54.5,243782
4/3/2012,57.25,60,55,58.75,709864
4/4/2012,58.25,58.25,55.75,57.5,189192
4/5/2012,56.25,57,55.25,56.25,171515
4/9/2012,57.25,57.25,52.75,53.75,308028
4/10/2012,55,55,51.75,53.25,239622
4/11/2012,52.5,53.25,52,53.25,165859
4/12/2012,53,53,51,51.75,172565
4/13/2012,50.5,51.25,45,47.5,817765
4/16/2012,46.25,47.01,35.25,42.5,1175884
4/17/2012,42.5,48.75,42.25,48,459864
4/18/2012,48,48.75,45.75,48.75,215773
4/19/2012,46.25,50,45,48.25,178063
4/20/2012,50,53.75,48.75,52.25,314072
4/23/2012,51.75,55.5,50,55.5,436403
4/24/2012,55.75,56.25,53.75,55,222266
4/25/2012,55,55.75,51.5,53.25,186056
4/26/2012,52.25,52.5,48.17,52.25,303836
4/27/2012,51.5,53.63,49.25,52.5,123947
4/30/2012,54,54,50.75,50.77,141456
5/1/2012,50,51.25,48.75,50.25,138255
5/2/2012,49.5,51,48.78,50.5,120687
5/3/2012,50.5,50.5,47.5,47.5,219672
5/4/2012,47.5,49.5,46.25,47.5,189740
5/7/2012,46.75,47.5,44.5,45.75,185545
5/8/2012,44.5,48.25,42.5,48.25,267387
5/9/2012,48.5,50,46.75,47.75,142700
5/10/2012,48.5,49.25,45.5,48.5,226692
5/11/2012,47.25,53.75,47.25,51.25,266103
5/14/2012,51.25,51.75,49.75,51.38,137826
5/15/2012,52.25,52.25,46.75,46.75,105535
5/16/2012,48,50.75,48,49.25,353858
5/17/2012,48.5,50,46.5,50,430463
5/18/2012,49.5,50,46.5,50,176873
5/21/2012,49.5,49.5,47.25,48.75,298464
5/22/2012,48.5,48.75,47,48.75,291235
5/23/2012,48.75,48.75,46.75,48.75,195508
5/24/2012,48.75,48.75,45,48.75,216858
5/25/2012,48.75,48.75,46.25,47.5,146053
5/29/2012,47.5,47.5,44.75,47.5,204558
5/30/2012,46.25,46.25,40,43.5,741234
5/31/2012,44.25,56.25,41.25,56.25,3561050
6/1/2012,48.5,50,46.25,50,460859
6/4/2012,48.75,50,47,50,203118
6/5/2012,48.5,51.25,48.5,51,398146
6/6/2012,50.75,52.75,49.51,52,283272
6/7/2012,51,52.5,48.75,52.5,265156
6/8/2012,50.5,52.25,49.25,49.75,505900
6/11/2012,49.5,49.75,45,45.25,421820
6/12/2012,45.25,48.25,45,45.5,137854
6/13/2012,45.5,47,45.5,45.5,153980
6/14/2012,46.75,48,43.75,48,195507
6/15/2012,45.5,47.25,44.5,44.5,276266
6/18/2012,45.5,46.25,42.75,43.5,324510
6/19/2012,44.75,45.75,42.5,42.75,324885
6/20/2012,44,45.75,42.5,45.75,140199
6/21/2012,44.5,44.5,42.25,42.25,259779
6/22/2012,41.5,45,36.5,36.5,658168
6/25/2012,38,40.75,38,40.5,227747
6/26/2012,42,42,38.25,39.25,358407
6/27/2012,40,43,38.75,42.5,161327
6/28/2012,41.75,42.25,39.25,41.25,90376
6/29/2012,42.5,43.5,41.5,42,125705
7/2/2012,42.75,44.25,41.5,43.75,254481
7/3/2012,43.75,46.25,43.5,46.25,77384
7/5/2012,46.25,46.5,42.5,46.25,227908
7/6/2012,46.5,47.25,44.5,46.25,228173
7/9/2012,45.5,46,41.75,43,265473
7/10/2012,43.75,45,42,43.25,147199
7/11/2012,45.5,46.5,44.5,46,145857
7/12/2012,46,46,42.5,42.75,106931
7/13/2012,42.5,44.25,40.5,41,297339
7/16/2012,40.25,41.73,39.53,39.75,250352
7/17/2012,39,39.75,38.75,39,111042
7/18/2012,39,39.5,38.5,38.5,151048
7/19/2012,38.25,38.5,36.5,37,323797
7/20/2012,36.5,37,30.25,31.25,606145
7/23/2012,31.25,35.5,30.75,34.5,269787
7/24/2012,34.5,34.5,32.5,32.75,118383
7/25/2012,32.75,34.5,29.5,30.75,338175
7/26/2012,33.5,33.5,23.75,28.5,593539
7/27/2012,30,33.75,27.75,33.75,373262
7/30/2012,35,35,31.25,33.25,117031
7/31/2012,34.5,36.5,33,35,204086
8/1/2012,36,41.03,35.5,36.25,251715
8/2/2012,36.25,36.25,31.5,33,137058
8/3/2012,33,34.5,32.25,34.25,183759
8/6/2012,33.75,36.5,33.25,34.25,183547
8/7/2012,33.75,36,33.05,35,146661
8/8/2012,35,35,32.75,35,60598
8/9/2012,34.75,34.75,32.5,34,79735
8/10/2012,32,33.75,30.75,33.75,172327
8/13/2012,31.5,32.5,30,31,81956
8/14/2012,32,33,30,32.25,60198
8/15/2012,32.25,33,30,33,74911
8/16/2012,32.5,32.5,30.5,31,66770
8/17/2012,32,32.25,30.5,32.25,43339
8/20/2012,32,32,29.75,31,182970
8/21/2012,30.75,31,29.25,30.25,92684
8/22/2012,29.75,30.25,28.75,29.75,53842
8/23/2012,29,29.63,28.5,29,127775
8/24/2012,28.5,30.5,28.5,29.5,61072
8/27/2012,29.5,29.75,27.5,28.75,90801
8/28/2012,30.75,30.75,28.5,30.5,112892
8/29/2012,30.5,30.5,29,29.25,34583
8/30/2012,29.25,30.25,28.75,30,51886
8/31/2012,30,32.5,29.25,32,703480
9/4/2012,32.25,33.75,31,33.75,215407
9/5/2012,33.75,34.25,31.75,32.75,101290
9/6/2012,33.75,33.75,31.75,33,140048
9/7/2012,32.5,33,30.25,30.25,115691
9/10/2012,29,31.75,29,31,170915
9/11/2012,31.5,32,30.5,31.5,75540
9/12/2012,31.25,31.75,30.5,31.5,55784
9/13/2012,31.25,34.75,30.53,33.75,278692
9/14/2012,34,35,32,33.5,151736
9/17/2012,33,33,31.5,32.75,126557
9/18/2012,32.25,34.5,32.25,34.5,325976
9/19/2012,34.5,35.5,32.75,35,215501
9/20/2012,32.5,33.75,31.25,32.49,344345
9/21/2012,32.5,34.75,31.75,34.75,122003
9/24/2012,38.25,39.5,33.75,34.5,131130
9/25/2012,34.25,35.25,32.75,33,89347
9/26/2012,32.5,34.75,32.25,34.75,35271
9/27/2012,34,34.25,33.25,33.25,139328
9/28/2012,33.75,34.75,33.75,34.5,91164
10/1/2012,34.5,37.5,32.5,36.75,216710
10/2/2012,36.75,37.25,35.65,37.25,87938
10/3/2012,37.25,39.25,36.65,38,157612
10/4/2012,38.5,38.75,36,38.75,323439
10/5/2012,38,38.5,36.75,37.75,158928
10/8/2012,37.25,37.35,35.75,36,65153
10/9/2012,36,37,34.5,35.75,80928
10/10/2012,35.25,35.25,32,32.25,148337
10/11/2012,32,33.25,32,32.75,56138
10/12/2012,33.5,35.25,33.25,33.25,52360
10/15/2012,33,33.13,31.25,31.5,55414
10/16/2012,31.5,32.5,30.25,31.75,278576
10/17/2012,31.5,33.25,30,30.25,81465
10/18/2012,30.25,30.75,30,30.5,34179
10/19/2012,30.25,35.25,30,35.25,91909
10/22/2012,35.5,36.75,30,31.75,181228
10/23/2012,30.5,31,27.5,29.5,133099
10/24/2012,29.75,32.5,28.75,30.5,44213
10/25/2012,30.5,30.5,27.5,28.75,260585
10/26/2012,29.75,30.25,27.25,27.5,168030
10/31/2012,26.75,27.5,25,27.5,244675
11/1/2012,27.5,27.5,25.5,27,75191
11/2/2012,27,27.25,26.25,27.25,132917
11/5/2012,26.25,28.5,25.75,27.5,141839
11/6/2012,27,27,25.5,25.63,132180
11/7/2012,25.75,26.25,24.25,26.25,522963
11/8/2012,27,27,19.75,22.75,586295
11/9/2012,22.5,23.6,21.75,22.5,369762
11/12/2012,19.25,23.75,19.25,22.74,208639
11/13/2012,21.75,23.5,21.25,23.25,173702
11/14/2012,25,25,22.75,22.75,178730
11/15/2012,23,25,22.5,25,99984
11/16/2012,25,28.75,24,28.5,195810
11/19/2012,27,28,25,27.75,95538
11/20/2012,28.25,28.5,26.03,27.25,67401
11/21/2012,23,28.25,23,28.25,52849
11/23/2012,28.25,28.25,26.25,28,36534
11/26/2012,27,27.75,26.25,27.75,214258
11/27/2012,27.5,27.5,25.75,26.5,208118
11/28/2012,27,27,25.25,26.5,123585
11/29/2012,26.5,26.5,25,26.25,80099
11/30/2012,26.25,29.5,25,29.5,1072665
12/3/2012,28.75,30.5,26.25,30.5,325338
12/4/2012,30.5,31,28.5,30,191635
12/5/2012,29.5,31.63,29.25,30.75,200775
12/6/2012,30.75,31.5,29.75,31.5,183847
12/7/2012,31.25,32.5,29.25,32.5,307652
12/10/2012,32.5,32.5,29.5,31.25,265159
12/11/2012,30.5,31,28.75,29.25,152495
12/12/2012,29.75,30.25,27.75,30.25,126498
12/13/2012,29.75,30.75,28.75,29,116592
12/14/2012,29.5,30.5,28.75,30.5,64666
12/17/2012,31.25,32.5,31,31.5,134686
12/18/2012,31.25,32.5,28.75,31.5,175682
12/19/2012,31.5,31.5,26.75,29.25,233809
12/20/2012,29.25,29.25,25.5,27.5,198070
12/21/2012,27.25,27.25,25.25,25.5,158143
12/24/2012,25,26.75,25,26.75,92218
12/26/2012,25,27.5,25,27.5,200594
12/27/2012,27,31,25.25,26.75,173650
12/28/2012,27,27,25.25,25.5,91009
12/31/2012,25.5,26.25,25,25,214133
1/2/2013,26,26.5,23,23,411534
1/3/2013,23,23.9,23,23.5,111578
1/4/2013,24.25,24.75,24,24.25,277027
1/7/2013,24.5,25,24,24.25,162562
1/8/2013,25,25,24,24.75,36550
1/9/2013,24.25,25,24.25,25,28698
1/10/2013,25,25,24.25,24.5,149637
1/11/2013,25,25.25,24.25,25,158937
1/14/2013,25,26.23,24.5,25.7,250089
1/15/2013,25.75,30.75,25.75,28.75,489719
1/16/2013,28.75,28.75,27.5,27.5,214759
1/17/2013,28.5,30.75,28.48,30,636040
1/18/2013,30.25,30.25,28.75,29.5,171530
1/22/2013,29.75,30.25,27.75,28.75,107485
1/23/2013,28.25,33,28.25,29,972318
1/24/2013,29,32.5,29,31.66,451401
1/25/2013,31.25,34,30.63,33,357438
1/28/2013,33.5,34.5,31.5,33.75,441863
1/29/2013,35,35,31.75,33.5,203937
1/30/2013,33,34.5,32,33.5,239078
1/31/2013,34,34.25,31.75,32.5,81186
2/1/2013,32.75,33.5,32.25,33.25,133220
2/4/2013,32.75,32.75,31,32,120059
2/5/2013,31.75,32.5,28.75,30.25,229604
2/6/2013,30,32.75,29.76,31.75,389881
2/7/2013,31.75,33.5,31.75,32.5,139747
2/8/2013,33,34.45,32.5,33,125820
2/11/2013,33,34.25,33,34.13,66965
2/12/2013,33.5,34,33.25,33.5,41692
2/13/2013,34,37.5,33.75,37,553381
2/14/2013,36.75,42,36.25,38.75,569677
2/15/2013,39.25,39.5,37.5,39.5,101160
2/19/2013,38,40,38,39,83267
2/20/2013,39.75,39.75,38,38.75,88171
2/21/2013,38.25,38.75,34,34,444736
2/22/2013,34.5,36.5,31.25,31.73,294831
2/25/2013,32,32,30.25,31.13,182679
2/26/2013,31.5,32,30.5,31.5,96505
2/27/2013,31.75,33.25,31,32.75,98989
2/28/2013,32.75,32.75,30,30,87256
3/1/2013,30.25,30.25,28.5,30,256025
3/4/2013,30,33.25,30,31.75,119980
3/5/2013,31.5,31.75,29.75,31,30008
3/6/2013,36.5,32.5,30.5,32,237284
3/7/2013,31,33.25,30.75,33.25,269585
3/8/2013,33.25,33.75,30.75,32.75,266538
3/11/2013,33.25,33.75,30.5,33,255801
3/12/2013,32,32.5,30.5,31.75,169057
3/13/2013,31.5,31.75,30.5,30.5,80610
3/14/2013,31.25,31.25,27.75,30.5,183000
3/15/2013,30.25,30.75,27.75,28.25,291892
3/18/2013,28.75,29.75,27.75,29.25,174924
3/19/2013,29.75,30,28.25,29.75,62790
3/20/2013,29.25,30,27.5,28.25,102953
3/21/2013,27.25,27.75,24.75,25,363990
3/22/2013,25.5,26.75,25,26.75,226347
3/25/2013,26.75,28,26.75,27.75,106628
3/26/2013,28.5,28.75,27.75,28.75,76935
3/27/2013,28.5,29.25,27.5,28.5,91246
3/28/2013,28.75,30.75,27.75,30.5,272924
4/1/2013,30.75,30.75,29,29.5,161501
4/2/2013,28.25,29.5,27.25,28.5,331858
4/3/2013,28.5,28.75,25.25,28,506895
4/4/2013,28,28,23,23.25,555089
4/5/2013,24.75,25.75,22.75,22.75,396595
4/8/2013,24.25,25.25,22.81,23.13,70875
4/9/2013,24.25,25.25,23.79,24.5,144421
4/10/2013,27.25,27.25,25,25.5,186736
4/11/2013,25.75,26.25,23.75,24.25,337268
4/12/2013,24,29.75,23.75,29.75,609115
4/15/2013,30,30,26,26.75,299039
4/16/2013,27.5,28.25,26.5,26.75,150331
4/17/2013,26.25,30,26.25,29.75,616182
4/18/2013,29.5,29.75,27.25,29.25,144265
4/19/2013,28.75,29.5,27.5,28.13,162450
4/22/2013,28.75,29.38,27.25,28,129140
4/23/2013,28,28,26.25,26.62,149807
4/24/2013,28.25,28.25,26,26.75,181408
4/25/2013,27.5,27.75,26.25,27,100559
4/26/2013,27.5,28,27.5,27.75,68121
4/29/2013,27.5,29.5,27.5,29.25,63339
4/30/2013,29.25,29.5,28,29,59413
5/1/2013,28.75,29.25,27.63,29,191391
5/2/2013,28.5,28.75,27.75,28.5,89666
5/3/2013,28.25,28.5,27.5,28.5,104516
5/6/2013,29,29.5,27.75,29.5,229704
5/7/2013,28.5,29,27.5,28.75,148874
5/8/2013,28.5,29.75,28.5,29.5,55995
5/9/2013,29.75,30,28.25,29,300817
5/10/2013,29.5,29.75,27,28.75,306279
5/13/2013,27.75,28.75,26.5,27.25,235325
5/14/2013,27,27.75,25.78,26.5,339118
5/15/2013,26.5,26.75,25.5,25.75,200953
5/16/2013,26,26.5,25.5,25.75,220837
5/17/2013,25,25.75,24.35,25,247957
5/20/2013,24.75,25,24.63,24.75,125888
5/21/2013,24.5,24.75,23.75,23.75,291782
5/22/2013,24.75,27.25,23.75,26.5,332446
5/23/2013,26.5,27,25.25,27,219603
5/24/2013,23.75,25,21.25,22.5,1091720
5/28/2013,22.5,23.5,21.25,21.25,400949
5/29/2013,23.75,23.75,18.76,20.25,433329
5/30/2013,20,20.25,18.83,18.88,358107
5/31/2013,22.25,22.25,18.5,18.5,879721
6/3/2013,19.25,22.5,17.5,18.75,1676372
6/4/2013,21.25,21.75,18,18.76,1336211
6/5/2013,18.25,18.95,18,18.14,247660
6/6/2013,18.5,18.95,15.25,15.98,1376998
6/7/2013,17.5,17.5,15.75,17.24,694190
6/10/2013,17.5,18,17.25,17.5,396526
6/11/2013,18.5,18.5,17.25,17.75,393230
6/12/2013,18.25,18.25,17.25,18,231896
6/13/2013,17.5,17.75,17.25,17.68,297669
6/14/2013,18.19,21.2,18,18.25,989237
6/17/2013,18.25,18.25,16.72,17,387384
6/18/2013,16.75,17.25,16.25,16.5,341214
6/19/2013,16.5,16.99,14.5,14.86,483377
6/20/2013,15,15.73,14.5,15.5,411820
6/21/2013,17,17,15,15,281693
6/24/2013,16.75,17,15,15.63,350632
6/25/2013,16.75,17.5,15.75,17.05,636270
6/26/2013,16.98,17,16.25,16.38,295020
6/27/2013,16.25,16.25,15,15.11,154538
6/28/2013,15,15.25,14.5,14.65,253094
7/1/2013,16,16,14.75,15.38,168677
7/2/2013,15.75,16,15.25,15.51,153304
7/3/2013,15.76,16.13,15.5,16,195955
7/5/2013,16.25,16.5,15.6,15.75,156528
7/8/2013,15.5,15.5,14.75,15,204339
7/9/2013,15,15.2,13.83,14,378367
7/10/2013,14.25,15,14.25,14.75,146932
7/11/2013,14.75,18,14.75,16.99,569277
7/12/2013,16.25,18.5,16.25,17.75,676748
