Date,Open,High,Low,Close,Volume
5/8/2009,20,21.25,20,20.5,9554
5/27/2009,18.75,20,18.75,19,16798
5/28/2009,19,19,18.75,18.75,11662
5/29/2009,21.25,21.25,21.25,21.25,1000
6/4/2009,19.75,21.25,19.75,19.75,8623
6/5/2009,20,20,19.88,19.88,5000
6/8/2009,19.88,19.88,19.88,19.88,7500
6/10/2009,20,20,20,20,8850
6/15/2009,20,20,20,20,5000
6/16/2009,20,22.5,18.75,18.75,30300
6/17/2009,19.5,19.5,19.5,19.5,5200
6/18/2009,21.25,22.5,21.25,22.5,8000
6/19/2009,22.5,22.5,22.5,22.5,4410
6/22/2009,21.25,21.25,21.25,21.25,5000
6/25/2009,21.25,21.25,20.75,20.75,5800
6/26/2009,22.5,22.5,22.5,22.5,11342
